id,ad_creative_body,ad_delivery_start_time,ad_delivery_stop_time,page_name,punlisher_platforms,delivery_by_region,demographic_distribution,impressions_lower_bound,impressions_upper_bound,spend_lower_bound,spend_upper_bound,diferencia,translated_column,polaridad,sentimiento
2007590000000000.0, Soluciones domoticas para una experiencia unica. Un hogar inteligente sin preocupaciones. Automatiza tus procesos para un futuro mejor ,09/06/2021,10/06/2021,MSD Software Industrial , facebook ,"[{""percentage"":""1"",""region"":""Nuevo León""}]","[{""percentage"":""0.170048"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.02496"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.000246"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.001475"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000615"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000984"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.014263"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.018075"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.001107"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.18013"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.035042"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.12603"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.071437"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.086438"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.107832"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.113857"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.047338"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.000123"",""age"":""55-64"",""gender"":""unknown""}]",8000,8999,200,299,1,<pad> Domestic solutions for a unique experience. A carefree smart home. Automate your processes for a better future</s>,0.272321429,positivo
1230430000000000.0," Manten la calidad de tu trabajo con las mejores tecnologias de automatizacion. Ahorrate tiempo, dinero y recursos. La mejor solucion para tus necesidades ",28/12/2021,29/12/2021,Automatiz Mexico , facebook ,"[{""percentage"":""0.010485"",""region"":""Aguascalientes""},{""percentage"":""0.009174"",""region"":""Nayarit""},{""percentage"":""0.012451"",""region"":""Yucatán""},{""percentage"":""0.085845"",""region"":""Veracruz""},{""percentage"":""0.018349"",""region"":""Tlaxcala""},{""percentage"":""0.033421"",""region"":""Tamaulipas""},{""percentage"":""0.023591"",""region"":""Tabasco""},{""percentage"":""0.018349"",""region"":""Sonora""},{""percentage"":""0.014417"",""region"":""Sinaloa""},{""percentage"":""0.024902"",""region"":""San Luis Potosi""},{""percentage"":""0.016383"",""region"":""Quintana Roo""},{""percentage"":""0.014417"",""region"":""Querétaro Arteaga""},{""percentage"":""0.102228"",""region"":""Puebla""},{""percentage"":""0.02228"",""region"":""Oaxaca""},{""percentage"":""0.019659"",""region"":""Nuevo León""},{""percentage"":""0.021625"",""region"":""Morelos""},{""percentage"":""0.041284"",""region"":""Baja California""},{""percentage"":""0.026212"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.102883"",""region"":""State of Mexico""},{""percentage"":""0.039318"",""region"":""Jalisco""},{""percentage"":""0.026212"",""region"":""Hidalgo""},{""percentage"":""0.038008"",""region"":""Guerrero""},{""percentage"":""0.069463"",""region"":""Guanajuato""},{""percentage"":""0.01114"",""region"":""Durango""},{""percentage"":""0.072739"",""region"":""Distrito Federal""},{""percentage"":""0.005898"",""region"":""Colima""},{""percentage"":""0.029489"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.038008"",""region"":""Chihuahua""},{""percentage"":""0.029489"",""region"":""Chiapas""},{""percentage"":""0.008519"",""region"":""Campeche""},{""percentage"":""0.006553"",""region"":""Baja California Sur""},{""percentage"":""0.007208"",""region"":""Zacatecas""}]","[{""percentage"":""0.000657"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000657"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.025641"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.057199"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.224852"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.228797"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.338593"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.057857"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.056542"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.009204"",""age"":""18-24"",""gender"":""female""}]",1000,1999,0,99,1,"<pad> Keep the quality of your work with the best automation technologies. Save yourself time, money and resources. The best solution for your needs</s>",1.0,positivo
869471000000000.0, ¡Optimiza la produccion con la robotica industrial! El nuevo y revolucionario equipo te permitira verificar y realizar procesos de produccion de mayor calidad y con tiempos reducidos ,15/05/2021,16/05/2021, Geosan de Robótica SA de CV ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Morelos""}]","[{""percentage"":""0.000433"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.074169"",""age"":""35-44"",""gender"":""male""},{""percentage"":""9.6E-5"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""9.6E-5"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000626"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.014006"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.010396"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.235934"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.089859"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000481"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.146268"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.186793"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.017616"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.134957"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.036001"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.042258"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.009963"",""age"":""65+"",""gender"":""male""},{""percentage"":""4.8E-5"",""age"":""65+"",""gender"":""unknown""}]",20000,24999,200,299,1,<pad> Optimize production with industrial robotics! The new revolutionary equipment will allow you to verify and perform production processes of higher quality and with reduced times</s>,0.193181818,positivo
734980000000000.0, Instalaciones de vigilancia domotica para la modernizacion de tu industria. Aumenta la seguridad de tu empresa y administra mejor los productos. Reduce los costos y mejora la eficacia de tus procesos. Gana tiempo y reduce errores en la produccion ,24/10/2021,25/10/2021, Instalaciones de Vigilancia Profesional de México ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Querétaro Arteaga""}]","[{""percentage"":""0.000508"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.001523"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000635"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.08747"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.114003"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.211502"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.080995"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.05789"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.11997"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.070204"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.183572"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.040879"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.028945"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.001143"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000762"",""age"":""65+"",""gender"":""unknown""}]",9000,9999,300,399,1,<pad> Domotic surveillance facilities for modernizing your industry. Increase the safety of your company and better manage products. Reduce costs and improve the efficiency of your processes. Earn time and reduce production errors</s>,0.5,positivo
926028000000000.0, ¡Dale fuerza a tu industria con la automatizacion! Aprovechate de los ultimos avances para mejorar tu produccion. Reduce los errores y obten mejores resultados ,16/09/2021,17/09/2021, Capacitación Profesional y Tecnológica de México ," facebook"",""instagram ","[{""percentage"":""0.226487"",""region"":""Distrito Federal""},{""percentage"":""0.000299"",""region"":""Hidalgo""},{""percentage"":""0.773139"",""region"":""State of Mexico""},{""percentage"":""7.5E-5"",""region"":""Morelos""}]","[{""percentage"":""0.000705"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.001774"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.001483"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.034259"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.001099"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.079897"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.060065"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.174356"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.136186"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.124694"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.143053"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.127764"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.092883"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.020506"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.001276"",""age"":""55-64"",""gender"":""unknown""}]",125000,149999,5000,5999,1,<pad> Give your industry strength with automation! Take advantage of the latest advances to improve your production. Reduce errors and get better results</s>,0.5,positivo
759799000000000.0, Mejora la calidad de tu trabajo con un equipo especializado en automatizacion. Logra los mejores resultados con el menor costo ,28/08/2021,29/08/2021, Zed Automatización ," facebook"",""instagram ","[{""percentage"":""0.007096"",""region"":""Aguascalientes""},{""percentage"":""0.011587"",""region"":""Nayarit""},{""percentage"":""0.018953"",""region"":""Yucatán""},{""percentage"":""0.073835"",""region"":""Veracruz""},{""percentage"":""0.007904"",""region"":""Tlaxcala""},{""percentage"":""0.041678"",""region"":""Tamaulipas""},{""percentage"":""0.022546"",""region"":""Tabasco""},{""percentage"":""0.032606"",""region"":""Sonora""},{""percentage"":""0.025061"",""region"":""Sinaloa""},{""percentage"":""0.026139"",""region"":""San Luis Potosi""},{""percentage"":""0.012575"",""region"":""Quintana Roo""},{""percentage"":""0.017246"",""region"":""Querétaro Arteaga""},{""percentage"":""0.046259"",""region"":""Puebla""},{""percentage"":""0.027486"",""region"":""Oaxaca""},{""percentage"":""0.038175"",""region"":""Nuevo León""},{""percentage"":""0.022456"",""region"":""Morelos""},{""percentage"":""0.025689"",""region"":""Baja California""},{""percentage"":""0.036109"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.098805"",""region"":""State of Mexico""},{""percentage"":""0.058475"",""region"":""Jalisco""},{""percentage"":""0.023085"",""region"":""Hidalgo""},{""percentage"":""0.031708"",""region"":""Guerrero""},{""percentage"":""0.037187"",""region"":""Guanajuato""},{""percentage"":""0.014641"",""region"":""Durango""},{""percentage"":""0.102847"",""region"":""Distrito Federal""},{""percentage"":""0.00997"",""region"":""Colima""},{""percentage"":""0.030899"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.037995"",""region"":""Chihuahua""},{""percentage"":""0.021468"",""region"":""Chiapas""},{""percentage"":""0.016977"",""region"":""Campeche""},{""percentage"":""0.009791"",""region"":""Baja California Sur""},{""percentage"":""0.012755"",""region"":""Zacatecas""}]","[{""percentage"":""0.00018"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.298761"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.001078"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.001437"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000449"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.003682"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.007094"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.019576"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.180226"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000269"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.029544"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.242277"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.041846"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.082346"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.044361"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.041667"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.003233"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.001976"",""age"":""45-54"",""gender"":""unknown""}]",10000,14999,200,299,1,<pad> Improve the quality of your work with a team specialized in automation. Achieve the best results with the lowest cost</s>,1.0,positivo
912034000000000.0, Aumenta la seguridad de tu hogar con la instalacion de sistemas de vigilancia. Cuida a tus seres queridos de manera remota con equipos de ultima generacion. El equipo de vigilancia es el mejor aliado para estar siempre un paso adelante ,03/06/2021,04/06/2021, Automatización e IngenieríaVZ ," facebook"",""instagram ","[{""percentage"":""0.009448"",""region"":""Aguascalientes""},{""percentage"":""0.004475"",""region"":""Nayarit""},{""percentage"":""0.019393"",""region"":""Yucatán""},{""percentage"":""0.092989"",""region"":""Veracruz""},{""percentage"":""0.017404"",""region"":""Tlaxcala""},{""percentage"":""0.039284"",""region"":""Tamaulipas""},{""percentage"":""0.02735"",""region"":""Tabasco""},{""percentage"":""0.021382"",""region"":""Sonora""},{""percentage"":""0.012929"",""region"":""Sinaloa""},{""percentage"":""0.028841"",""region"":""San Luis Potosi""},{""percentage"":""0.012432"",""region"":""Quintana Roo""},{""percentage"":""0.016907"",""region"":""Querétaro Arteaga""},{""percentage"":""0.067628"",""region"":""Puebla""},{""percentage"":""0.033814"",""region"":""Oaxaca""},{""percentage"":""0.024366"",""region"":""Nuevo León""},{""percentage"":""0.015912"",""region"":""Morelos""},{""percentage"":""0.015912"",""region"":""Baja California""},{""percentage"":""0.032322"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.131775"",""region"":""State of Mexico""},{""percentage"":""0.038289"",""region"":""Jalisco""},{""percentage"":""0.030333"",""region"":""Hidalgo""},{""percentage"":""0.044257"",""region"":""Guerrero""},{""percentage"":""0.059672"",""region"":""Guanajuato""},{""percentage"":""0.013426"",""region"":""Durango""},{""percentage"":""0.045251"",""region"":""Distrito Federal""},{""percentage"":""0.004973"",""region"":""Colima""},{""percentage"":""0.034311"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.027847"",""region"":""Chihuahua""},{""percentage"":""0.044754"",""region"":""Chiapas""},{""percentage"":""0.011437"",""region"":""Campeche""},{""percentage"":""0.004475"",""region"":""Baja California Sur""},{""percentage"":""0.01641"",""region"":""Zacatecas""}]","[{""percentage"":""0.000497"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.022366"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.085487"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.03827"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.077038"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.060139"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.117793"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.08996"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.14662"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.168489"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.082008"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.043738"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.067097"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.000497"",""age"":""45-54"",""gender"":""unknown""}]",2000,2999,0,99,1,<pad> Increase the security of your home with the installation of surveillance systems. Take care of your loved ones remotely with state-of-the-art equipment. The surveillance team is the best ally to always be one step ahead</s>,0.533333333,positivo
951049000000000.0, Ahorra gastos con la tecnologia de automatizacion. Mejora la eficiencia operacional de la empresa con la optimizacion de los recursos. ,24/01/2021,24/01/2021, InventioTech de México ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Chiapas""}]","[{""percentage"":""0.000465"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.012099"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.014425"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.0349"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.094463"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.109819"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.147045"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.051187"",""age"":""13-17"",""gender"":""female""},{""percentage"":""0.033969"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.046999"",""age"":""13-17"",""gender"":""male""},{""percentage"":""0.129828"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.105165"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.073988"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.0698"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.075849"",""age"":""45-54"",""gender"":""male""}]",2000,2999,0,99,0,<pad> It saves expenses with automation technology. It improves the operational efficiency of the company with the optimization of resources.</s>,0.0,neutro
948760000000000.0," Software industrial, mejores resultados en tiempos cortos. Obtenga optimizacion de procesos, con un uso minimo de recursos. Obten productos de mejor calidad con una inversion minima ",03/03/2021,03/03/2021, Capacitación Profesional y Tecnológica de México , facebook ,"[{""percentage"":""1"",""region"":""San Luis Potosi""}]","[{""percentage"":""0.000293"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.151347"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.000585"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000878"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.00322"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.030445"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.101874"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.115925"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.034251"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000585"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.07055"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.110948"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.035129"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.110363"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.042155"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.070258"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.120902"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000293"",""age"":""18-24"",""gender"":""unknown""}]",3000,3999,100,199,0,"<pad> Industrial software, best results in short times. Get process optimization, with minimal use of resources. Get better quality products with minimal investment</s>",0.26,positivo
5945880000000000.0, Cuida tu entorno con soluciones de instalacion de vigilancia,20/10/2021,20/10/2021,Intellya Solutions ," facebook"",""instagram ","[{""percentage"":""0"",""region"":""Andhra Pradesh""},{""percentage"":""0.035459"",""region"":""Magdalena""},{""percentage"":""0.054279"",""region"":""Bolivar""},{""percentage"":""0.234336"",""region"":""Distrito Especial""},{""percentage"":""0.069902"",""region"":""Cundinamarca""},{""percentage"":""0.132066"",""region"":""Valle del Cauca""},{""percentage"":""0.005699"",""region"":""Tolima""},{""percentage"":""0.061605"",""region"":""Santander""},{""percentage"":""0.041984"",""region"":""Risaralda""},{""percentage"":""0.025844"",""region"":""Quindio""},{""percentage"":""0.000854"",""region"":""Putumayo""},{""percentage"":""0.000134"",""region"":""Norte de Santander""},{""percentage"":""0.033423"",""region"":""Narino""},{""percentage"":""2.0E-6"",""region"":""Meta""},{""percentage"":""9.4E-5"",""region"":""Huila""},{""percentage"":""0"",""region"":""Haryana""},{""percentage"":""0.036578"",""region"":""Cauca""},{""percentage"":""0.093672"",""region"":""Atlantico""},{""percentage"":""0.165651"",""region"":""Antioquia""},{""percentage"":""0.000925"",""region"":""Unknown""},{""percentage"":""3.0E-6"",""region"":""Choco""},{""percentage"":""1.0E-6"",""region"":""Bihar""},{""percentage"":""0"",""region"":""Sucre""},{""percentage"":""0"",""region"":""Uttar Pradesh""},{""percentage"":""0"",""region"":""Rajasthan""},{""percentage"":""0"",""region"":""Falcón""},{""percentage"":""0"",""region"":""Karnataka""},{""percentage"":""1.0E-6"",""region"":""Maharashtra""},{""percentage"":""0.007486"",""region"":""Caldas""}]","[{""percentage"":""0.210673"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.086273"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.221407"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.217509"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.081643"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.17761"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.001761"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.00161"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.001513"",""age"":""35-44"",""gender"":""unknown""}]",0,999,0,99,0,<pad> Take care of your environment with surveillance installation solutions</s>,0.0,neutro
1568470000000000.0, Incorpora la automatizacion para facilitar la vida de tus trabajadores. Reduce errores y aprovecha el tiempo con la tecnologia mas moderna ,25/01/2022,25/01/2022,Especialistas en Domótica ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Chihuahua""}]","[{""percentage"":""0.001246"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000623"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.005294"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.005917"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.023357"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.093429"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.240735"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.041109"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.182186"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.040797"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.114917"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.216755"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.019309"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.014014"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000311"",""age"":""25-34"",""gender"":""unknown""}]",3000,3999,0,99,0,<pad> Incorporate automation to facilitate the life of your workers. Reduce errors and take advantage of time with the most modern technology</s>,0.35,positivo
526488000000000.0, ¿Quiere mayor seguridad? Instala un equipo de vigilancia en tu empresa. Contaras con equipos profesionales para vigilar y prevenir eventualidades. Reduzca el riesgo de incidentes no deseados ,27/07/2021,27/07/2021, InventioTech de México ," facebook"",""instagram ","[{""percentage"":""0.555006"",""region"":""Distrito Federal""},{""percentage"":""0.444994"",""region"":""State of Mexico""}]","[{""percentage"":""0.00122"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.035366"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.092683"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.015854"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.179268"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.023171"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.015854"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.119512"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.220732"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.05122"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.034146"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.203659"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.004878"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.002439"",""age"":""65+"",""gender"":""unknown""}]",0,999,0,99,0,<pad> Do you want more security? Install a surveillance team in your company. You will have professional teams to monitor and prevent eventualities. Reduce the risk of unwanted incidents</s>,0.3,positivo
931415000000000.0," Robotizar sus procesos traera ahorro de costos, asi como mejores resultados. Reduzca tiempos de produccion y aumente la efectividad con la ayuda de robots ",11/05/2021,11/05/2021, Automatización Industrial JSM , facebook ,"[{""percentage"":""1"",""region"":""Querétaro Arteaga""}]","[{""percentage"":""0.000761"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000761"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.00761"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.034247"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.012938"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.261796"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.508371"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.019787"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.059361"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.08067"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.008371"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.001522"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.003044"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.000761"",""age"":""25-34"",""gender"":""unknown""}]",1000,1999,0,99,0,<pad> Stealing your processes will bring cost savings as well as better results. Reduce production times and increase effectiveness with the help of robots</s>,0.5,positivo
9248460000000000.0, Equipo de seguimiento operacional. Evite situaciones impredecibles y haga seguimiento de sus procesos. Use tecnologia avanzada para conseguir resultados mas rapidamente y acceda a los datos mas recientes de su empresa ,03/11/2021,03/11/2021, Automatización e IngenieríaVZ ," facebook"",""instagram"",""messenger ","[{""percentage"":""1"",""region"":""Nuevo León""}]","[{""percentage"":""0.006849"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.315068"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.280822"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.157534"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.013699"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.047945"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.068493"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.041096"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.020548"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.013699"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.027397"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.006849"",""age"":""65+"",""gender"":""male""}]",0,999,0,99,0,<pad> Operational Monitoring Team. Avoid unpredictable situations and track your processes. Use advanced technology to get results faster and access the latest data from your company</s>,0.244444444,positivo
